,Fragment ID,Smiles,Site 1,MolWt,LogP,HBond donors,HBond acceptors,RO5,Rings,Rotatable bonds,TPSA
19,F20,C(C1CCOCC1)N2CCNCC2,False,184.15756326,0.31820000000000054,1,3,True,2,2,24.5
20,F21,C(CN1CCOCC1)SC=2C=CC=CC2,False,223.103085164,2.1109,0,3,True,2,4,12.47
21,F22,C(N1CCC(CC1)N2C=CC=C2)C=3C=CC=CC3,False,240.16264864,3.3252000000000024,0,2,True,3,3,8.17
22,F23,C(N1CCNCC1)C2=CSC=N2,False,183.083018416,0.5483,1,4,True,2,2,28.16
23,F24,C(N1CCNCC1)C=2C=CON2,False,167.105862036,0.07979999999999987,1,4,True,2,2,41.3
24,F25,C(N1CCOCC1)C2=NC(=NO2)C3CC3,False,209.11642672,0.7792000000000001,0,5,True,3,3,51.39
25,F26,C(NC1CC1)C2CCOC2,False,141.1153641,0.7748999999999999,1,2,True,2,3,21.259999999999998
26,F27,C(NC1CCCC1)C2CCCO2,False,169.146664228,1.6975999999999998,1,2,True,2,3,21.259999999999998
27,F28,C(NC1CCNC1)C=2C=CC=CC2,False,176.131348512,1.1380999999999994,2,2,True,2,3,24.06
28,F29,C(NC=1C=CC=CN1)C2CCNC2,False,177.12659748,1.1029999999999998,2,3,True,2,3,36.95
29,F30,C(NC=1C=CN=CC1)C2CCCO2,False,178.110613068,1.6724999999999999,1,3,True,2,3,34.150000000000006
30,F31,C(NCC=1C=CN=CC1)C2=CC=CS2,False,204.072119384,2.432900000000001,1,3,True,2,4,24.92
31,F32,C1=CSC(=N1)C2=NN=CN2,False,152.015667128,0.9281999999999997,1,4,True,2,1,54.46
32,F33,C1=NN=NN1C=2C=CC(=CC2)C=3C=CC=CC3,False,222.09054632,2.3293,0,4,True,3,2,43.6
33,F34,C1CC1C2=NOC(=N2)C3CCNC3,False,179.105862036,1.0239,1,4,True,3,2,50.95
34,F35,C1CC2(CCN(C2)C=3C=NC=CN3)CO1,False,205.1215121,1.0934,0,4,True,3,1,38.25
35,F36,C1CCC(CC1)C2=NC(=NO2)C=3C=CN=CC3,False,229.1215121,3.1793000000000013,0,4,True,3,2,51.81
36,F37,C1CCCC(CC1)NC=2N=CC=CN2,False,191.14224754399999,2.611300000000001,1,3,True,2,2,37.81
37,F38,C1CCN(CC1)C2=NOC(=N2)C3=CC=CS3,False,235.077933036,2.788400000000001,0,5,True,3,2,42.160000000000004
38,F39,C1CN(CCO1)C2=NC=3C=CC=CC3S2,False,220.067034004,2.1329000000000002,0,4,True,3,1,25.36
39,F40,C1OC=2C=CC(=CC2O1)C=3C=CNN3,False,188.058577496,1.8053999999999994,1,3,True,3,1,47.14
40,F41,CC#CCN(C)C1CCS(=O)(=O)CC1,False,215.097999784,0.5187000000000002,0,3,True,1,2,37.38
41,F42,CC(=O)C=1C=CC(NC(=O)CN2CCCC2)=CC1,False,246.136827816,1.9235,1,3,True,2,4,49.410000000000004
42,F43,CC(=O)C=1C=CC(OC(F)F)=CC1,False,186.049235936,2.4906000000000006,0,2,True,1,3,26.3
43,F44,CC(=O)C=1C=CC(OCC(=O)O)=CC1,False,194.0579088,1.3526,1,3,True,1,4,63.60000000000001
44,F45,CC(=O)C=1C=CC=C(NC(=O)C(F)(F)F)C1,False,231.050713156,2.3899999999999997,1,2,True,1,2,46.17
45,F46,CC(=O)N1CC(C1)C(=O)O,False,143.058243148,-0.45069999999999993,1,2,True,1,1,57.61
46,F47,CC(=O)N1CC=2C=CC(N)=CC2C1,False,176.094963004,1.1309000000000002,1,2,True,2,0,46.33
47,F48,CC(=O)N1CCC(CC1)C#N,False,152.094963004,0.76848,0,2,True,1,0,44.1
48,F49,CC(=O)N1CCC(CC1)C(=O)N,False,170.105527688,-0.2697999999999997,1,2,True,1,1,63.400000000000006
49,F50,CC(=O)N1CCC(CC1)C2=CNC=3C=CC=CC23,False,242.141913196,2.8938000000000006,1,1,True,3,1,36.1
50,F51,CC(=O)N1CCC(N)CC1,False,142.110613068,-0.04400000000000004,1,2,True,1,0,46.33
51,F52,CC(=O)N1CCCC(C1)C(=O)N,False,170.105527688,-0.2697999999999997,1,2,True,1,1,63.400000000000006
52,F53,CC(=O)N1CCCC(CNS(=O)(=O)C)C1,False,234.103813436,-0.20589999999999908,1,3,True,1,3,66.48
53,F54,CC(=O)N1CCCC(O)(C1)C(=O)O,False,187.084457896,-0.5556000000000003,2,3,True,1,1,77.84
54,F55,CC(=O)N1CCCC2(C1)CCCCCC2,False,209.177964356,2.9693000000000014,0,1,True,2,0,20.310000000000002
55,F56,CC(=O)N1CCCNCC1,False,142.110613068,-0.17179999999999995,1,2,True,1,0,32.34
56,F57,CC(=O)N1CCN(CC1)C(=O)N,False,171.100776656,-0.7707999999999993,1,2,True,1,0,66.64
57,F58,CC(=O)N1CCN(CC1)C=2C=CC(Cl)=CC2,False,238.08729078,2.0084999999999997,0,2,True,2,1,23.550000000000004
58,F59,CC(=O)N1CCN(CCCC=2C=CC=CC2)CC1,False,246.173213324,1.7832999999999999,0,2,True,2,4,23.550000000000004
59,F60,CC(=O)N1CCOC(CO)C1,False,159.089543276,-0.774,1,3,True,1,1,49.77
60,F61,CC(=O)N1C[C@H](O)C[C@@H]1C(=O)O,False,173.068807832,-0.9473,2,3,True,1,1,77.84
61,F62,CC(=O)N1CC2CCC1c1ccccc12,False,201.1153641,2.467200000000001,0,1,True,4,0,20.310000000000002
62,F63,CC(=O)NC(C)(C1CC1)C(=O)O,False,171.089543276,0.3758000000000001,2,2,True,1,3,66.4
63,F64,CC(=O)NC(C1CCOCC1)C(=O)O,False,201.10010796,0.002299999999999691,2,3,True,1,3,75.63
64,F65,CC(=O)NC1=CC(=CC(=C1)C(=O)N)C(=O)N,False,221.080041212,-0.15720000000000012,3,3,True,1,3,115.27999999999999
65,F66,CC(=O)NC1=CC(C)=NN1,False,139.074561908,0.6765199999999999,2,2,True,1,1,57.78
66,F67,CC(=O)NC1=CC=CC2=NON=C12,False,177.053826464,1.1811999999999998,1,4,True,2,1,68.02000000000001
67,F68,CC(=O)NC1=NC=C(CC=2C=CC=C(C)C2)S1,False,246.082684068,3.000720000000001,1,3,True,2,3,41.99
68,F69,CC(=O)NC1CNC=2C=CC=CC2C1,False,190.110613068,1.1592999999999998,2,2,True,2,1,41.13
69,F70,CC(=O)NC=1C=C(C=CC1F)C(=O)O,False,197.048821336,1.4823,2,2,True,1,2,66.4
70,F71,CC(=O)NC=1C=C2OCOC2=CC1C,False,193.073893212,1.6821199999999998,1,3,True,2,1,47.56
71,F72,CC(=O)NC=1C=CC(=CC1)C2=CSC(N)=N2,False,233.062282972,2.3507,2,4,True,2,2,68.01
72,F73,CC(=O)NC=1C=CC(C#N)=CC1,False,160.063662876,1.5166799999999998,1,2,True,1,1,52.89
73,F74,CC(=O)NC=1C=CC(C)=C2NCCCC12,False,204.126263132,2.31152,2,2,True,2,1,41.13
74,F75,CC(=O)NC=1C=CC(CN2CCOCC2)=CC1,False,234.136827816,1.4771999999999998,1,3,True,2,3,41.57000000000001
75,F76,CC(=O)NC=1C=CC(F)=C(C1)C(=O)O,False,197.048821336,1.4823,2,2,True,1,2,66.4
76,F77,CC(=O)NC=1C=CC(NC=2C=CC=CC2)=CC1,False,226.110613068,3.388600000000001,2,2,True,2,3,41.13
77,F78,CC(=O)NC=1C=CC(OC(F)F)=CC1F,False,219.050713156,2.3855000000000004,1,2,True,1,3,38.33
78,F79,CC(=O)NC=1C=CC(OC=2N=CC=CN2)=CC1,False,229.085126592,2.2272999999999996,1,4,True,2,3,64.11
79,F80,CC(=O)NC=1C=CC2=CNN=C2C1,False,175.074561908,1.5212999999999997,2,2,True,2,1,57.78
80,F81,CC(=O)NC=1C=CC=2NC(=O)NC2C1,False,191.069476528,0.8145999999999998,3,2,True,2,1,77.75
81,F82,CC(=O)NC=1C=CC=C(C(=O)O)C1C,False,193.073893212,1.6516199999999999,2,2,True,1,2,66.4
82,F83,CC(=O)NC=1C=CC=C(F)C1C(=O)O,False,197.048821336,1.4823,2,2,True,1,2,66.4
83,F84,CC(=O)NC=1C=CC=C(NC(=O)N)C1,False,193.085126592,1.1355999999999997,3,2,True,1,2,84.22
84,F85,CC(=O)NC=1C=CC=CC1CC(=O)O,False,193.073893212,1.2720999999999998,2,2,True,1,3,66.4
85,F86,CC(=O)NC=1C=CC=CC1O,False,151.063328528,1.3505999999999998,2,2,True,1,1,49.33
86,F87,CC(=O)NC=1C=CC=CC1OCC=2C=CC=CC2,False,241.11027872,3.224000000000002,1,2,True,2,4,38.33
87,F88,CC(=O)NC=1C=CN=CC1C,False,150.07931294,1.34842,1,2,True,1,1,41.99
88,F89,CC(=O)NC=1C=NC=CC1C,False,150.07931294,1.34842,1,2,True,1,1,41.99
89,F90,CC(=O)NCC1(CCOCC1)C=2C=CC=CC2,False,233.141578848,1.8709,1,2,True,2,3,38.33
90,F91,CC(=O)NCC1(O)CCCC1,False,157.11027872,0.4275999999999993,2,2,True,1,2,49.33
91,F92,CC(=O)NCC1=CN=CS1,False,156.035733876,0.7791999999999999,1,3,True,1,2,41.99
92,F93,CC(=O)NCC1=NC=CN1,False,139.074561908,0.045799999999999896,2,2,True,1,2,57.78
93,F94,CC(=O)NCC1CNCCO1,False,158.105527688,-0.8891,2,3,True,1,2,50.36
94,F95,CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N,True,228.056863244,-0.029899999999999927,2,3,True,1,3,89.26
95,F96,CC(=O)NCC=1C=NNC1,True,139.074561908,0.045799999999999674,2,2,True,1,2,57.78
96,F97,CC(=O)NCCC=1C=CC(=CC1)S(=O)(=O)N,False,242.072513308,0.012600000000000278,2,3,True,1,4,89.26
97,F98,CC(=O)NCCC=1C=CC=CC1C,False,177.1153641,1.67362,1,1,True,1,3,29.1
98,F99,CC(=O)NCCN1CCCCCC1,False,184.15756326,0.9984999999999997,1,2,True,1,3,32.34
99,F100,CC(C)(C(=O)N)C=1C=CC=CC1,False,163.099714036,1.4495000000000002,1,1,True,1,2,43.09
100,F101,CC(C)(C)C1CCN(CC1)C(=O)C=2C=CC=CC2,False,245.177964356,3.584900000000003,0,1,True,2,1,20.310000000000002
101,F102,CC(C)(C)C=1C=C(O)C=CC1O,False,166.099379688,2.395300000000001,2,2,True,1,0,40.46
102,F103,CC(C)(C)CC(=O)NC=1C=CC(F)=CC1F,False,227.11217054,3.339500000000002,1,1,True,1,2,29.1
103,F104,CC(C)(C)N1CC(O)C1,False,129.1153641,0.4614,1,2,True,1,0,23.47
104,F105,CC(C)(C)NC(=O)CN1C=CC(=N1)C(F)(F)F,False,249.108896728,1.8165999999999998,1,3,True,1,2,46.92
105,F106,CC(C)(C)NC(=O)N1CCC(CC1)C(=O)N,False,227.163376912,0.6918000000000005,2,2,True,1,1,75.43
106,F107,CC(C)(CO)NC(=O)C=1C=CC=C(Cl)C1,False,227.071306368,1.8407000000000002,2,2,True,1,3,49.33
107,F108,CC(C)(CO)NC(=O)NC=1C=CC(Cl)=CC1,False,242.0822054,2.2324,3,2,True,1,3,61.36
108,F109,CC(C)(N)CN1CCCC1,False,142.146998576,0.8194999999999997,1,2,True,1,2,29.259999999999998
109,F110,CC(C)(O)CN1CC[C@H](N)C1,False,158.141913196,-0.20969999999999972,2,3,True,1,2,49.489999999999995
110,F111,CC(C)(O)CNC1CCOCC1,False,173.141578848,0.5258999999999998,2,3,True,1,3,41.489999999999995
111,F112,CC(C)C(=O)N1CCC(CC=2C=CC=CC2)CC1,False,245.177964356,3.123700000000002,0,1,True,2,3,20.310000000000002
112,F113,CC(C)C(=O)NC(C)C=1SC(C)=NC1C,False,226.113984196,2.593140000000001,1,3,True,1,3,41.99
113,F114,CC(C)C(=O)NC=1C=CC=C(C#N)C1,False,188.094963004,2.15278,1,2,True,1,2,52.89
114,F115,CC(C)C(=O)NC=1C=CC=C(C1)C(=O)N,False,206.105527688,1.38,2,2,True,1,3,72.19
115,F116,CC(C)C(=O)NCC1=NC=2C=CC=CC2N1,False,217.1215121,1.8350999999999997,2,2,True,2,3,57.78
116,F117,CC(C)C(=O)NCC1CCCNC1,False,184.15756326,0.7581999999999998,2,2,True,1,3,41.13
117,F118,CC(C)C(N)C(=O)N1CCOCC1,False,186.136827816,-0.1714999999999991,1,3,True,1,2,55.56
118,F119,CC(C)C(N)C1=NC(C)=NO1,False,155.105862036,1.03382,1,4,True,1,2,64.94
119,F120,CC(C)C(NC(=O)C)C(=O)N1CCCC1,False,212.15247788,0.7694999999999996,1,2,True,1,3,49.410000000000004
120,F121,CC(C)C1=CC(=O)N2N=C(C)N=C2N1,False,192.101111004,0.8494200000000001,1,4,True,2,1,63.050000000000004
121,F122,CC(C)C1=NC=CN1CC(=O)O,False,168.089877624,1.0911,1,3,True,1,3,55.120000000000005
122,F123,CC(C)C=1C=CC(=CC1)C(=O)NC2=NN=CS2,False,247.077933036,2.913800000000001,1,4,True,2,3,54.88
123,F124,CC(C)C=1C=CC(=CC1)C(=O)NC=2C=CC=CN2,False,240.126263132,3.457300000000002,1,2,True,2,3,41.99
124,F125,CC(C)C=1C=CC(NC(=O)N2CCOCC2)=CC1,False,248.15247788,2.674100000000001,1,2,True,2,2,41.57000000000001
125,F126,CC(C)C=1N=CC(Cl)=C(N1)C(=O)N,True,199.05123962,1.3522999999999998,1,3,True,1,2,68.87
126,F127,CC(C)CC(=O)NC=1C=CC(NC(=O)C)=CC1,False,234.136827816,2.629600000000001,2,2,True,1,4,58.2
127,F128,CC(C)CNC(=O)C1=NC=CN1C,False,181.1215121,0.8058999999999998,1,3,True,1,3,46.92
128,F129,CC(C)CNC(=O)C=1C=CC=2C=CC=CC2C1,False,227.131014164,3.225600000000002,1,1,True,2,3,29.1
129,F130,CC(C)COC=1C=CC(=CC1)C(=O)N2CCCC2,False,247.157228912,2.9574000000000016,0,2,True,2,4,29.54
130,F131,CC(C)N(C(C)C)C(=O)C=1C=CC=CC1,False,205.146664228,2.9456000000000016,0,1,True,1,3,20.310000000000002
131,F132,CC(C)N(C)C=1N=CN=C2N(C)N=CC12,False,205.13274547999998,1.2079,0,5,True,2,2,46.84
132,F133,CC(C)N(C)S(=O)(=O)N1CCNC(=O)C1,False,235.099062404,-0.9967999999999984,1,3,True,1,3,69.72
133,F134,CC(C)N(C)S(=O)(=O)N1CCOC(C)C1,False,236.1194635,0.2920999999999998,0,3,True,1,3,49.85000000000001
134,F135,CC(C)N(C1CC1)C(=O)C=2C=C(C)ON2,False,208.121177752,1.9960200000000001,0,3,True,2,3,46.34
135,F136,CC(C)N1C=C(N=N1)C(=O)O,False,155.069476528,0.5571999999999999,1,4,True,1,2,68.01
136,F137,CC(C)N1C=CC(CN2C=C(Cl)C=N2)=N1,False,224.08287409599998,2.3621999999999996,0,4,True,2,3,35.64
137,F138,CC(C)N1C=NC(=C1)S(=O)(=O)N,False,189.057197592,0.11140000000000005,1,4,True,1,2,77.98
138,F139,CC(C)N1CCCC(CO)C1,False,157.146664228,1.0991,1,2,True,1,2,23.47
139,F140,CC(C)N1CCN(CC1)C(=O)C(C)C,False,198.173213324,1.1949999999999998,0,2,True,1,2,23.55
140,F141,CC(C)N1CCN(CC1)C(=O)C2=CC=CS2,False,238.113984196,1.9143,0,3,True,2,2,23.55
141,F142,CC(C)N1CCN(CC1)C=2N=CC=CN2,False,206.15314657599998,1.0069999999999997,0,4,True,2,2,32.260000000000005
142,F143,CC(C)NC(=O)C1=CC(C)=NN1C,False,181.1215121,0.8667199999999997,1,3,True,1,2,46.92
143,F144,CC(C)NC(=O)C1=CC(C)=NO1,False,168.089877624,1.1212199999999999,1,3,True,1,2,55.13
144,F145,CC(C)NC(=O)C=1C=C(C)N(C)N1,False,181.1215121,0.8667199999999999,1,3,True,1,2,46.92
145,F146,CC(C)NC(=O)C=1C=CC=2C=CC=CC2N1,False,214.110613068,2.373,1,2,True,2,2,41.99
146,F147,CC(C)NC(=O)CN1CCCNCC1,False,199.168462292,-0.19369999999999887,2,3,True,1,3,44.370000000000005
147,F148,CC(C)NC(=O)N(C)C1CCS(=O)(=O)C1,False,234.103813436,0.22329999999999983,1,3,True,1,2,66.48
148,F149,CC(C)NC(=O)N(C)CC=1C=NN(C)C1,False,210.148061196,0.9698999999999998,1,3,True,1,3,50.160000000000004
149,F150,CC(C)NC1=NC=2C=CC=CC2N1,False,175.110947416,2.3831999999999995,2,2,True,2,2,40.71
150,F151,CC(C)NC=1C=CC=NC1,False,136.100048384,1.9018999999999997,1,2,True,1,2,24.92
151,F152,CC(C)NC=1N=CC=CC1C(=O)N(C)C,False,207.137162164,1.6037,1,3,True,1,3,45.230000000000004
152,F153,CC(C)NC=1N=CC=CN1,False,137.095297352,1.2969,1,3,True,1,2,37.81
153,F154,CC(C)NCC=1C=CC(=CC1)N(C)C,False,192.16264864,2.2506000000000004,1,2,True,1,4,15.27
154,F155,CC(C)NS(=O)(=O)C=1C=CC=CC1F,False,217.057277844,1.5124000000000002,1,2,True,1,3,46.17
155,F156,CC(C)OC=1C=CC(=CC1)C2=CSC(N)=N2,False,234.082684068,3.179500000000001,1,4,True,2,3,48.14
156,F157,CC(C)SC1=NN=C(NC(=O)C)S1,False,217.034353972,1.9969999999999999,1,5,True,1,3,54.88
157,F158,CC(C1CC1)N(C)C(=O)C2=CC(C)=NO2,False,208.121177752,1.85352,0,3,True,2,3,46.34
158,F159,CC(C1CC1)N(C)C(=O)C=2SC=NC2C,False,224.098334132,2.32202,0,3,True,2,3,33.2
159,F160,CC(CC=1C(C)=NOC1C)C(=O)N(C)C,False,210.136827816,1.55824,0,3,True,1,3,46.34
160,F161,CC(CC=1C=CC(Br)=CC1)C(=O)N,False,241.010226104,2.1129999999999995,1,1,True,1,3,43.09
161,F162,CC(CO)(CO)NC(=O)NC=1C=CC=CC1,False,224.116092372,0.5513999999999999,4,3,True,1,4,81.59
162,F163,CC(CO)N(C)C=1N=CC(Cl)=CN1,False,201.066889684,0.9470000000000001,1,4,True,1,3,49.25
163,F164,CC(CS(=O)(=O)N)C=1C=CC=CC1,False,199.066699656,1.0786000000000002,1,2,True,1,3,60.16
164,F165,CC(N)C(=O)N1CCCCC1C,False,170.141913196,0.7345999999999999,1,2,True,1,1,46.330000000000005
165,F166,CC(N)C=1C=CC(=CC1)C=2C=NC=NC2,False,199.110947416,2.1633000000000004,1,3,True,2,2,51.8
166,F167,CC(N)C=1C=CC(=CC1)N2CCOCC2,False,206.141913196,1.5429000000000004,1,3,True,2,2,38.489999999999995
167,F168,CC(N)CN1CCOCC1,False,144.126263132,-0.33419999999999983,1,3,True,1,2,38.489999999999995
168,F169,CC(NC(=O)C)C(=O)N1CCCCCC1,False,212.15247788,0.9135999999999995,1,2,True,1,2,49.410000000000004
169,F170,CC(NC(=O)C)C1=NN=C2C=CC=CN12,False,204.101111004,0.9263999999999999,1,4,True,2,2,59.290000000000006
170,F171,CC(NC(=O)C1CC1)C=2C=CC=NC2,False,190.110613068,1.6688,1,2,True,2,3,41.99
171,F172,CC(NC(=O)C1CCCC1)C(=O)O,False,185.10519334,0.7659,2,2,True,1,3,66.4
172,F173,CC(NC(=O)C=1C=CC=C(C)N1)C2CC2,False,204.126263132,1.91832,1,2,True,2,3,41.99
173,F174,CC(NC(=O)C=1C=CC=NC1O)C2CC2,False,206.105527688,1.3155,2,3,True,2,3,62.22
174,F175,CC(NC1CC1)C=2C=CC=NC2,False,162.115698448,1.8945999999999998,1,2,True,2,3,24.92
175,F176,CC(NS(=O)(=O)C)C=1C=CC=CC1Cl,False,233.027727304,1.9502,1,2,True,1,3,46.17
176,F177,CC(NS(=O)(=O)C)C=1C=NN(C)C1C,False,217.08849772,0.33871999999999947,1,4,True,1,3,63.99
177,F178,CC(O)C(=O)NCC=1C=CC=CN1,False,180.089877624,0.07859999999999956,2,3,True,1,3,62.22
178,F179,CC(O)C=1C=NN(C1)C2CCCC2,True,180.126263132,2.0515,1,3,True,2,2,38.050000000000004
179,F180,CC(O)CCN1C=CC=N1,False,140.094963004,0.6539999999999999,1,3,True,1,3,38.05
180,F181,CC(O)CN1C=CN=C1C,False,140.094963004,0.5723199999999999,1,3,True,1,2,38.05
181,F182,CC(O)CNC(=O)C=1C=CC(Br)=CC1C,False,271.020790788,1.8681200000000002,2,2,True,1,3,49.33
182,F183,CC(O)CNC(=O)C=1C=CC(Br)=CC1F,False,274.99571891200003,1.6988000000000003,2,2,True,1,3,49.33
183,F184,CC(O)CNC1CCCCC1,False,157.146664228,1.2894999999999999,2,2,True,1,3,32.26
184,F185,CC(O)COC=1C=CC=C(F)C1,False,170.074307812,1.5853,1,2,True,1,3,29.46
185,F186,CC(OC=1C=CC(=CC1)C=2C=CC=CC2)C(=O)O,False,242.094294308,3.2055000000000007,1,2,True,2,4,46.53
186,F187,CC(OC=1C=CC(C#N)=CC1)C(=O)N,False,190.07422756,0.81088,1,3,True,1,3,76.11
187,F188,CC(OC=1C=CC(Cl)=CC1)C(=O)N,False,199.04000624,1.5925999999999996,1,2,True,1,3,52.32
188,F189,CC(OC=1C=CC=CC1)C(=O)N,False,165.078978592,0.9392,1,2,True,1,3,52.32
189,F190,CC(OC=1C=CC=CC1C#N)C(=O)N,False,190.07422756,0.81088,1,3,True,1,3,76.11
190,F191,CC(OC=1C=CC=CC1F)C(=O)O,False,184.053572368,1.6776000000000002,1,2,True,1,3,46.53
191,F192,CC1(C)CCCN1CCN,False,142.146998576,0.8195000000000001,1,2,True,1,2,29.259999999999998
192,F193,CC1(C)CCN1C(=O)NC2=NN=CS2,False,212.073182004,1.5543,1,4,True,2,1,58.120000000000005
193,F194,CC1(C)CN(C(=O)NCC2CC2)C1(C)C,False,210.173213324,2.2264,1,1,True,2,2,32.34
194,F195,CC1(C)CN(CC1O)C=2N=CC=CC2F,False,210.11684132,1.4277999999999997,1,3,True,2,1,36.36
195,F196,CC1(C)CN(CCO1)C(=O)CC(F)(F)F,False,225.097663348,1.5761999999999996,0,2,True,1,1,29.54
196,F197,CC1(CC1)S(=O)(=O)N2CCC=C(F)C2,False,219.072927908,1.4278000000000002,0,2,True,2,2,37.38
197,F198,CC1(CCS(=O)(=O)C1)NC(=O)C2CC2,False,217.07726434,0.08979999999999988,1,3,True,2,2,63.24
198,F199,CC1=CC(=NO1)C(=O)NC=2C=NN(C)C2,True,206.08037556,0.9688199999999998,1,5,True,2,2,72.95000000000002
199,F200,CC1=CC(=NO1)C(=O)NCC2=CC=CS2,False,222.04629856,1.97452,1,4,True,2,3,55.13
200,F201,CC1=CC(=NO1)C2CCCN2S(=O)(=O)C,False,230.072513308,1.07952,0,4,True,2,2,63.410000000000004
201,F202,CC1=CC(=NS1)C(=O)NCC2CCCO2,False,226.077598688,1.36032,1,4,True,2,3,51.22
202,F203,CC1=CC(NC(=O)COC=2C=CC(C)=CC2)=NO1,False,246.100442308,2.3089399999999998,1,4,True,2,4,64.36
203,F204,CC1=CC(NC(=O)CSC=2C=CC=CC2)=NO1,False,248.061948624,2.713820000000001,1,4,True,2,4,55.13
204,F205,CC1=CC=C(N)C(=O)N1C,True,138.07931294,0.27591999999999983,1,3,True,1,0,48.02
205,F206,CC1=CN=C(NC(=O)CCC2CCCC2)S1,False,238.113984196,3.360420000000002,1,3,True,2,4,41.99
206,F207,CC1=CSC(CNC(=O)C2CCC2)=N1,False,210.082684068,1.86782,1,3,True,2,3,41.99
207,F208,CC1=CSC(CNC(=O)C=2C=CNN2)=N1,False,222.05753194,1.1046200000000002,2,4,True,2,3,70.67
208,F209,CC1=CSC(NC(=O)C2CCOCC2)=N1,False,226.077598688,1.81662,1,4,True,2,2,51.22
209,F210,CC1=CSC(NC(=O)NC=2C=CC=C(C)C2)=N1,False,247.077933036,3.4039400000000004,2,3,True,2,2,54.02
210,F211,CC1=NC(=NO1)C=2C=CC=CC2,False,160.063662876,2.04502,0,3,True,2,1,38.92
211,F212,CC1=NC(C(=O)N2CCCC2)=C(C)S1,False,210.082684068,1.99594,0,3,True,2,1,33.2
212,F213,CC1=NC(CC(=O)N2CCOCC2)=CS1,False,226.077598688,0.8528199999999998,0,4,True,2,2,42.43000000000001
213,F214,CC1=NC(CN2C=CC(C)=CC2=O)=CS1,False,220.067034004,1.96994,0,4,True,2,2,34.89
214,F215,CC1=NC(CN2CCC=C(F)C2)=NO1,False,197.096440224,1.43712,0,4,True,2,2,42.160000000000004
215,F216,CC1=NC(CN2C[C@@H](F)C[C@H]2CN)=CS1,False,229.104896732,1.3226200000000001,1,4,True,2,3,42.150000000000006
216,F217,CC1=NC=2C=CC=CC2N1CCC(=O)N,True,203.105862036,1.2201199999999999,1,3,True,2,3,60.91
217,F218,CC1=NC=C(CNC=2C=NC=C(F)C2)S1,False,223.05794654,2.5977200000000007,1,4,True,2,3,37.81
218,F219,CC1=NC=CN1CC=2C=CC=C(C#N)C2,False,197.095297352,2.1115,0,3,True,2,2,41.61
219,F220,CC1=NN(C(=O)C1)C=2C=CC=CC2,False,174.07931294,1.7992,0,2,True,2,1,32.67
220,F221,CC1=NN(C)C(C)=C1CC(=O)N,False,167.105862036,0.06473999999999991,1,3,True,1,2,60.91
221,F222,CC1=NN(C)C(C)=C1NC(=O)CC#N,False,192.101111004,0.8891199999999999,1,4,True,1,2,70.71000000000001
222,F223,CC1=NN(C)C=2C(O)=NN=CC12,False,164.069810876,0.3773199999999998,1,5,True,2,0,63.83
223,F224,CC1=NN(CC=2C(C)=NOC2C)C(=O)S1,False,225.057197592,1.26636,0,6,True,2,2,60.92
